"Name","Id","Path","StartTime","CPU"
"splunk-supervisor","94100","/Applications/Splunk/bin/splunk-supervisor","5/21/2026 3:29:06 PM","27.4025166"
"splunkd","94028","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:02 PM","8403.6865916"
"splunkd","94029","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:02 PM","2767.8825708"
"splunkd","94236","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","1518.7908625"
"splunkd","94237","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","0.0010666"
"splunkd","94238","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","1492.7446416"
"splunkd","94239","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","0.0006958"
"splunkd","94240","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","1472.9996041"
"splunkd","94241","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","0.0006666"
"splunkd","94242","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","1475.4523166"
"splunkd","94243","/Applications/Splunk/bin/splunkd","5/21/2026 3:29:37 PM","0.0007"
"Spotlight","1333","/System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight","5/18/2026 11:39:09 PM","291.8715541"
"spotlightknowledged","1936","/System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged","5/19/2026 2:07:26 AM","2.1820041"
"spotlightknowledged.updater","25717","/usr/libexec/spotlightknowledged.updater","6/3/2026 9:14:31 AM","7.3129333"
"ssh-agent","17504","/usr/bin/ssh-agent","5/21/2026 1:12:21 AM","0.1642958"
"StatusKitAgent","83877","/System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent","6/3/2026 4:59:17 PM","0.3966458"
"Stickies","1230","/System/Applications/Stickies.app/Contents/MacOS/Stickies","5/18/2026 11:38:48 PM","49.5309208"
"StocksWidget","1325","/System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget","5/18/2026 11:39:07 PM","2.2014458"
"SubmitDiagInfo","1797","/System/Library/CoreServices/SubmitDiagInfo",,
"suggestd","24851","/System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd","6/3/2026 9:11:26 AM","5.2699"
"suhelperd","696","/System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd",,
"symptomsd","638","/usr/libexec/symptomsd",,
"syncdefaultsd","84172","/System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd","6/3/2026 4:59:59 PM","0.5573041"
"syslogd","560","/usr/sbin/syslogd",,
"sysmond","86690","/usr/libexec/sysmond",,
"syspolicyd","653","/usr/libexec/syspolicyd",,
"systemstats","532","/usr/sbin/systemstats",,
"systemstats","747","/usr/sbin/systemstats",,
"SystemUIServer","1234","/System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer","5/18/2026 11:38:48 PM","11.6762833"
"talagentd","25713","/System/Library/CoreServices/talagentd","6/3/2026 9:14:30 AM","3.8206291"
"tccd","36680","/System/Library/PrivateFrameworks/TCC.framework/Support/tccd",,
"tccd","75421","/System/Library/PrivateFrameworks/TCC.framework/Support/tccd","6/3/2026 4:37:56 PM","0.5893875"
"Terminal","81208","/System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal","6/3/2026 4:49:57 PM","20.469625"
"TextInputMenuAgent","1364","/System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent","5/18/2026 11:39:11 PM","22.5233375"
"TextInputSwitcher","61584","/System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher","6/3/2026 3:08:17 PM","1.0881583"
"ThemeWidgetControlViewService","67914","/System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService","6/3/2026 3:55:57 PM","0.3640625"
"thermalmonitord","562","/usr/libexec/thermalmonitord",,
"timed","568","/usr/libexec/timed",,
"tipsd","84231","/usr/libexec/tipsd","6/3/2026 5:00:11 PM","0.6325125"
"trustd","603","/usr/libexec/trustd",,
"trustd","944","/usr/libexec/trustd","5/18/2026 11:22:50 PM","517.1276916"
"trustd","85114","/usr/libexec/trustd",,
"trustd","85116","/usr/libexec/trustd",,
"trustdFileHelper","85115","/usr/libexec/trustdFileHelper",,
"UIKitSystem","1213","/System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem","5/18/2026 11:38:47 PM","23.6123416"
"universalaccessd","951","/usr/sbin/universalaccessd","5/18/2026 11:22:50 PM","227.8999708"
"UniversalControl","1771","/System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl","5/19/2026 1:57:48 AM","843.9313958"
"UsageTrackingAgent","48664","/System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent","5/21/2026 4:19:37 AM","38.4383208"
"usbmuxd","569","/Library/Apple/System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd",,
"useractivityd","1220","/System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd","5/18/2026 11:38:48 PM","70.3094541"
"UserEventAgent","526","/usr/libexec/UserEventAgent",,
"UserEventAgent","945","/usr/libexec/UserEventAgent","5/18/2026 11:22:50 PM","2616.1260666"
"usermanagerd","75430","/usr/libexec/usermanagerd",,
"usernoted","963","/usr/sbin/usernoted","5/18/2026 11:22:50 PM","69.4117375"
"UserNotificationCenter","37222","/System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter","5/21/2026 3:04:37 AM","10.1037208"
"usernotificationsd","970","/System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd","5/18/2026 11:22:50 PM","28.4986875"
"UTM","3865","/Applications/UTM.app/Contents/MacOS/UTM","6/1/2026 4:40:56 AM","3546.3981416"
"UVCAssistant","761","/System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant",,
"ViewBridgeAuxiliary","1137","/System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary","5/18/2026 11:38:27 PM","56.0408"
"VoiceMemosSettingsWidgetExtension","1317","/System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension","5/18/2026 11:39:05 PM","0.1042791"
"WallpaperAerialsExtension","1272","/System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension","5/18/2026 11:38:53 PM","2193.2092208"
"WallpaperAgent","1240","/System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent","5/18/2026 11:38:48 PM","36.3682125"
"WallpaperDynamicExtension","1425","/System/Library/ExtensionKit/Extensions/WallpaperDynamicExtension.appex/Contents/MacOS/WallpaperDynamicExtension","5/18/2026 11:54:51 PM","0.1782458"
"WallpaperGradientExtension","1428","/System/Library/ExtensionKit/Extensions/WallpaperGradientExtension.appex/Contents/MacOS/WallpaperGradientExtension","5/18/2026 11:54:51 PM","0.0234916"
"WallpaperImageExtension","1424","/System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension","5/18/2026 11:54:51 PM","0.2023875"
"WallpaperLegacyExtension","1427","/System/Library/ExtensionKit/Extensions/WallpaperLegacyExtension.appex/Contents/MacOS/WallpaperLegacyExtension","5/18/2026 11:54:51 PM","0.0841333"
"WallpaperMacintoshExtension","1423","/System/Library/ExtensionKit/Extensions/WallpaperMacintoshExtension.appex/Contents/MacOS/WallpaperMacintoshExtension","5/18/2026 11:54:51 PM","0.0241708"
"WallpaperSequoiaExtension","1426","/System/Library/ExtensionKit/Extensions/WallpaperSequoiaExtension.appex/Contents/MacOS/WallpaperSequoiaExtension","5/18/2026 11:54:51 PM","0.0224333"
"WallpaperSonomaExtension","1422","/System/Library/ExtensionKit/Extensions/WallpaperSonomaExtension.appex/Contents/MacOS/WallpaperSonomaExtension","5/18/2026 11:54:51 PM","0.0257208"
"watchdogd","549","/usr/libexec/watchdogd",,
"WeatherMenu","1362","/System/Applications/Weather.app/Contents/Library/LoginItems/WeatherMenu.app/Contents/MacOS/WeatherMenu","5/18/2026 11:39:11 PM","352.6815166"
"WiFiAgent","1032","/System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent","5/18/2026 11:22:54 PM","95.8217875"
"wifip2pd","30346","/usr/libexec/wifip2pd",,
"wifivelocityd","1081","/usr/libexec/wifivelocityd",,
"WindowManager","1077","/System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager","5/18/2026 11:38:15 PM","867.2533791"
"WindowServer","597","/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/Resources/WindowServer",,
"WirelessRadioManagerd","674","/usr/sbin/WirelessRadioManagerd",,
"WorldClockWidget","1392","/System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget","5/18/2026 11:39:17 PM","0.2852666"
"xprotectd","564","/usr/libexec/xprotectd",,
"zsh","81215","/bin/zsh","6/3/2026 4:49:57 PM","0.0197125"
